-2.4000E-07	-0.0201563
-2.3600E-07	-0.03
-2.3200E-07	-0.0199219
-2.2800E-07	-0.01
-2.2400E-07	-0.02
-2.2000E-07	-0.01
-2.1600E-07	-0.01
-2.1200E-07	-0.02
-2.0800E-07	-0.01
-2.0400E-07	-0.02
-2.0000E-07	-0.02
-1.9600E-07	-0.01
-1.9200E-07	-0.0100781
-1.8800E-07	-0.0199219
-1.8400E-07	0.01
-1.8000E-07	-0.0196875
-1.7600E-07	-0.03
-1.7200E-07	-0.0201563
-1.6800E-07	0.00992188
-1.6400E-07	-0.00015625
-1.6000E-07	-0.0201563
-1.5600E-07	-0.03
-1.5200E-07	-0.01
-1.4800E-07	-0.01
-1.4400E-07	0
-1.4000E-07	0
-1.3600E-07	-0.00992188
-1.3200E-07	-0.03
-1.2800E-07	-0.02
-1.2400E-07	-0.01
-1.2000E-07	0.01
-1.1600E-07	0
-1.1200E-07	-0.0300781
-1.0800E-07	-0.00992188
-1.0400E-07	-7.81E-05
-1.0000E-07	-0.0199219
-9.6000E-08	-0.02
-9.2000E-08	-0.01
-8.8000E-08	-0.03
-8.4000E-08	-0.0299219
-8.0000E-08	-0.0100781
-7.6000E-08	-0.04
-7.2000E-08	-0.01
-6.8000E-08	-0.01
-6.4000E-08	0
-6.0000E-08	0
-5.6000E-08	-0.01
-5.2000E-08	-0.03
-4.8000E-08	-0.0100781
-4.4000E-08	-0.01
-4.0000E-08	-0.01
-3.6000E-08	0.00992188
-3.2000E-08	0
-2.8000E-08	-0.0401563
-2.4000E-08	-0.04
-2.0000E-08	-0.03
-1.6000E-08	0
-1.2000E-08	-0.01
-8.0000E-09	-0.03
-4.0000E-09	0.01
0.0000E+00	-0.0300781
4.0000E-09	-0.01
8.0000E-09	-0.01
1.2000E-08	-0.0399219
1.6000E-08	0.0100781
2.0000E-08	-0.02
2.4000E-08	-0.04
2.8000E-08	-0.02
3.2000E-08	-0.02
3.6000E-08	-0.03
4.0000E-08	-0.01
4.4000E-08	-0.03
4.8000E-08	0
5.2000E-08	-0.01
5.6000E-08	-0.00015625
6.0000E-08	-0.04
6.4000E-08	0
6.8000E-08	-0.01
7.2000E-08	0
7.6000E-08	-0.01
8.0000E-08	0
8.4000E-08	0.000234375
8.8000E-08	-0.03
9.2000E-08	-0.01
9.6000E-08	-0.02
1.0000E-07	-0.0201563
1.0400E-07	0.03
1.0800E-07	0.0101563
1.1200E-07	-0.01
1.1600E-07	-0.0100781
1.2000E-07	-0.03
