0.0000E+00	-0.0796875
2.0000E-09	-0.120313
4.0000E-09	-0.000625
6.0000E-09	-0.080625
8.0000E-09	-0.16
1.0000E-08	-0.0003125
1.2000E-08	-0.20125
1.4000E-08	-0.11875
1.6000E-08	-0.0803125
1.8000E-08	-0.120938
2.0000E-08	-0.160938
2.2000E-08	-0.04
2.4000E-08	-0.16
2.6000E-08	-0.04
2.8000E-08	-0.16
3.0000E-08	-0.0403125
3.2000E-08	-0.079375
3.4000E-08	-0.159375
3.6000E-08	-0.24
3.8000E-08	-0.16
4.0000E-08	0.0003125
4.2000E-08	-0.08
4.4000E-08	-0.159688
4.6000E-08	-0.16
4.8000E-08	-0.16
5.0000E-08	-0.159688
5.2000E-08	-0.0790625
5.4000E-08	-0.040625
5.6000E-08	-0.079375
5.8000E-08	0.0003125
6.0000E-08	-0.119063
6.2000E-08	-0.12
6.4000E-08	-0.160625
6.6000E-08	-0.040625
6.8000E-08	-0.0790625
7.0000E-08	-0.119687
7.2000E-08	-0.16
7.4000E-08	-0.12
7.6000E-08	0.0003125
7.8000E-08	-0.000625
8.0000E-08	-0.120313
8.2000E-08	-0.08
8.4000E-08	-0.16
8.6000E-08	-0.04
8.8000E-08	-0.2
9.0000E-08	-0.0796875
9.2000E-08	-0.120938
9.4000E-08	-0.119687
9.6000E-08	-0.0403125
9.8000E-08	-0.199688
1.0000E-07	-0.0803125
1.0200E-07	-0.119063
1.0400E-07	-0.12
1.0600E-07	-0.04
1.0800E-07	-0.159688
1.1000E-07	-0.120938
1.1200E-07	-0.08
1.1400E-07	-0.08
1.1600E-07	-0.12
1.1800E-07	-0.0796875
1.2000E-07	-0.04
1.2200E-07	-0.08
1.2400E-07	-0.2
1.2600E-07	-0.08
1.2800E-07	-0.12
1.3000E-07	-0.0803125
1.3200E-07	-0.160625
1.3400E-07	-0.119687
1.3600E-07	-0.12
1.3800E-07	-0.08
1.4000E-07	-0.120313
1.4200E-07	-0.04
1.4400E-07	-0.040625
1.4600E-07	-0.16
1.4800E-07	-0.0403125
1.5000E-07	-0.119687
1.5200E-07	-0.12
1.5400E-07	-0.12
1.5600E-07	-0.120625
1.5800E-07	-0.159375
1.6000E-07	-0.0803125
1.6200E-07	-0.2
1.6400E-07	-0.119687
1.6600E-07	-0.12
1.6800E-07	-0.08
1.7000E-07	-0.08125
1.7200E-07	-0.159688
1.7400E-07	-0.0390625
1.7600E-07	-0.080625
1.7800E-07	-0.08
1.8000E-07	-0.12
1.8200E-07	-0.12
1.8400E-07	-0.12
1.8600E-07	-0.160312
1.8800E-07	-0.08
1.9000E-07	-0.159063
1.9200E-07	-0.12
1.9400E-07	0
1.9600E-07	-0.0803125
1.9800E-07	0
2.0000E-07	-0.08
2.0200E-07	0
2.0400E-07	-0.080625
2.0600E-07	-0.120313
2.0800E-07	-0.159688
2.1000E-07	-0.079375
2.1200E-07	-0.120313
2.1400E-07	-0.120313
2.1600E-07	-0.200625
2.1800E-07	-0.16
2.2000E-07	-0.08
2.2200E-07	-0.16
2.2400E-07	-0.12
2.2600E-07	-0.08
2.2800E-07	-0.120313
2.3000E-07	-0.16
2.3200E-07	-0.119375
2.3400E-07	0.000625
2.3600E-07	-0.0415625
2.3800E-07	-0.16
2.4000E-07	-0.0796875
2.4200E-07	-0.08
2.4400E-07	-0.160312
2.4600E-07	-0.16
2.4800E-07	-0.120625
2.5000E-07	-0.279688
2.5200E-07	-0.07875
2.5400E-07	-0.161563
2.5600E-07	-0.200625
2.5800E-07	-0.120625
2.6000E-07	-0.08
2.6200E-07	-0.12
2.6400E-07	-0.04
2.6600E-07	-0.159375
2.6800E-07	-0.16
2.7000E-07	-0.2
2.7200E-07	-0.120313
2.7400E-07	-0.24
2.7600E-07	-0.119687
2.7800E-07	-0.12
2.8000E-07	-0.12
2.8200E-07	-0.12
2.8400E-07	-0.16
2.8600E-07	-0.12
2.8800E-07	-0.120938
2.9000E-07	-0.20125
2.9200E-07	-0.199063
2.9400E-07	-0.0390625
2.9600E-07	-0.0771875
2.9800E-07	-0.24
3.0000E-07	-0.0815625
3.0200E-07	-0.12
3.0400E-07	-0.2
3.0600E-07	-0.120313
3.0800E-07	-0.159688
3.1000E-07	-0.120313
3.1200E-07	-0.12
3.1400E-07	-0.2
3.1600E-07	-0.119687
3.1800E-07	-0.120313
3.2000E-07	-0.159688
3.2200E-07	-0.20125
3.2400E-07	-0.0803125
3.2600E-07	-0.119375
3.2800E-07	-0.0803125
3.3000E-07	-0.04
3.3200E-07	-0.119687
3.3400E-07	-0.160312
3.3600E-07	-0.16
3.3800E-07	-0.160625
3.4000E-07	-0.080625
3.4200E-07	-0.08
3.4400E-07	-0.120938
3.4600E-07	-0.04
3.4800E-07	-0.158125
3.5000E-07	-0.160312
3.5200E-07	-0.12
3.5400E-07	-0.04
3.5600E-07	-0.0403125
